date,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2,day_of_week,day_type,Appliances_lag_1,Appliances_lag_2,Appliances_lag_3,Appliances_rolling_mean,Appliances_rolling_std,hour,day,weekday,month,hour_sin,hour_cos,weekday_sin,weekday_cos,lag1_lag2_interaction,daily_mean,daily_sum,daily_min,daily_max
2016-03-16,70,20,21.5,41.59,18.6,46.463333333333296,20.79,38.73,21.1,37.29,18.79,47.2,3.9333333333333296,64.59,20.7,29.6666666666667,22.89,40.59666666666671,19.6,38.5,4.3,764.5,91.0,3.0,59.0,2.9,26.58361567882821,26.58361567882821,2,Weekday,70.0,60.0,60.0,66.66666666666667,5.773502691920078,0,16,2,3,0.0,1.0,0.9749279121818236,-0.22252093395631434,4200.0,112.10084033613445,13340.0,20.0,390.0
2016-03-17,60,0,22.1,35.79,19.2,37.9,22.6666666666667,35.8633333333333,21.1,32.29,18.6,43.933333333333294,2.4666666666666694,35.29,20.05,26.945,23.1,37.933333333333294,19.6,38.03,2.5,765.7999999999998,73.0,3.0,20.0,-1.9,35.73930138954893,35.73930138954893,3,Weekday,40.0,60.0,50.0,53.333333333333336,11.54700538380547,0,17,3,3,0.0,1.0,0.43388373911755823,-0.900968867902419,2400.0,75.87301587301587,9560.0,20.0,360.0
2016-03-18,50,0,22.566666666666695,34.86,19.323333333333295,38.09,21.5,35.4333333333333,22.79,33.76,19.1,67.8933333333333,2.63333333333333,58.433333333333294,20.963333333333296,27.1,22.89,39.19333333333329,19.89,37.29,2.1,764.1,88.0,1.0,61.0,0.3,4.6987472102046,4.6987472102046,4,Weekday,70.0,70.0,60.0,63.333333333333336,11.547005383804292,0,18,4,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,4900.0,63.63636363636363,8400.0,20.0,250.0
2016-03-19,60,0,22.39,36.4,19.7,39.1266666666667,21.79,36.26,20.2,34.6266666666667,18.463333333333296,46.56,5.5,62.4666666666667,19.7,30.89,22.5,42.1266666666667,19.6,37.76,5.3,762.5,88.0,3.0,62.0,3.5,43.328044132795185,43.328044132795185,5,Weekend,50.0,50.0,80.0,53.333333333333336,5.773502691921771,0,19,5,3,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2500.0,101.3768115942029,13990.0,20.0,370.0
2016-03-20,50,0,22.0,36.0,19.463333333333296,38.363333333333294,21.823333333333295,35.53,20.7,34.79,18.5,43.9,5.8,47.66,19.2,30.26,22.5,40.0633333333333,19.39,37.59,5.1,762.5,84.0,3.0,24.0,2.6,13.616749423090369,13.616749423090369,6,Weekend,60.0,50.0,40.0,53.333333333333336,5.773502691918936,0,20,6,3,0.0,1.0,-0.7818314824680299,0.6234898018587334,3000.0,102.78195488721805,13670.0,30.0,370.0
2016-03-21,50,0,22.39,37.433333333333294,19.39,40.5,22.1,36.7,20.0,37.06,19.89,44.03,6.09,62.223333333333294,19.29,32.09,23.7,40.96,19.5,38.53,5.8,761.4,91.0,2.0,65.0,4.4,12.792303459718823,12.792303459718823,0,Weekday,60.0,30.0,40.0,46.666666666666664,15.275252316528173,0,21,0,3,0.0,1.0,0.0,1.0,1800.0,70.37878787878788,9290.0,30.0,380.0
2016-03-23,60,0,22.7,38.79,20.1666666666667,41.53,22.1,37.59,21.2,37.4,20.6,45.5,6.06,68.09,19.89,36.7,23.2,41.3266666666667,19.7,39.29,5.7,756.15,93.5,3.0,61.5,4.7,44.37421632464975,44.37421632464975,2,Weekday,60.0,50.0,60.0,56.666666666666664,5.7735026919131975,0,23,2,3,0.0,1.0,0.9749279121818236,-0.22252093395631434,3000.0,83.35766423357664,11420.0,20.0,330.0
2016-03-24,50,0,22.29,39.2,20.0,41.2,22.1,38.433333333333294,22.4266666666667,37.433333333333294,19.89,48.26,6.69,52.43,20.39,37.09,23.2,43.83333333333329,19.39,38.863333333333294,5.9,756.9,87.0,1.0,26.0,3.9,40.44797079404816,40.44797079404816,3,Weekday,50.0,20.0,40.0,40.0,17.320508075694722,0,24,3,3,0.0,1.0,0.43388373911755823,-0.900968867902419,1000.0,65.48148148148148,8840.0,20.0,390.0
2016-03-25,60,0,22.033333333333296,39.53,19.89,41.9666666666667,21.9266666666667,38.29,20.39,38.7,20.1,53.933333333333294,6.8333333333333295,64.06,20.39,38.363333333333294,22.6666666666667,45.26,19.29,40.53,6.3,755.7,96.0,3.0,45.0,5.7,49.61342681199312,49.61342681199312,4,Weekday,60.0,40.0,50.0,53.333333333333336,11.54700538380161,0,25,4,3,0.0,1.0,-0.433883739117558,-0.9009688679024191,2400.0,127.48031496062993,16190.0,30.0,380.0
2016-03-26,70,0,23.0,38.59,19.73,41.9666666666667,23.39,37.5,20.7,40.79,19.7,47.5044444444444,1.8633333333333295,65.6727777777778,20.79,35.6083333333333,23.1277777777778,42.9527777777778,19.7,40.3266666666667,1.5,759.2,97.0,1.0,20.0,1.1,17.25346752209589,17.25346752209589,5,Weekend,60.0,60.0,50.0,63.333333333333336,5.773502691920489,0,26,5,3,0.0,1.0,-0.9749279121818236,-0.2225209339563146,3600.0,83.54330708661418,10610.0,30.0,290.0
2016-03-27,60,0,23.0,41.4666666666667,21.26,42.59,23.0,39.5,20.1,41.5,20.79,50.7,12.83,30.7666666666667,20.79,38.8266666666667,24.2,44.7966666666667,19.89,41.79,13.5,746.5,60.0,8.0,40.0,5.8,11.471415450796483,11.471415450796483,6,Weekend,60.0,50.0,60.0,56.666666666666664,5.773502691923876,0,27,6,3,0.0,1.0,-0.7818314824680299,0.6234898018587334,3000.0,73.05555555555556,10520.0,30.0,180.0
2016-03-28,60,0,21.9266666666667,38.29,19.39,41.433333333333294,22.9266666666667,38.29,20.29,39.4,20.0,47.23,8.099999999999998,48.7333333333333,21.39,37.6266666666667,23.79,40.433333333333294,20.29,41.4,8.4,748.5,76.0,8.0,40.0,4.3,21.833281696308404,21.833281696308404,0,Weekday,60.0,60.0,50.0,60.0,0.0,0,28,0,3,0.0,1.0,0.0,1.0,3600.0,114.95495495495496,12760.0,40.0,400.0
2016-03-29,50,0,22.89,38.09,20.1,41.06,23.2,38.59,20.7,38.9,20.1,46.1633333333333,5.5,59.176875,21.29,33.8633333333333,23.5833333333333,42.78,20.5,41.9666666666667,6.5,745.6,90.0,7.0,62.0,4.9,6.721321074292064,6.721321074292064,1,Weekday,60.0,50.0,40.0,53.333333333333336,5.773502691922863,0,29,1,3,0.0,1.0,0.7818314824680298,0.6234898018587336,3000.0,87.20930232558139,11250.0,30.0,390.0
2016-03-31,30,0,22.39,39.09,20.0,41.433333333333294,22.6,38.29,21.1,40.09,20.1,49.29,6.69,56.723333333333294,20.6,34.2,23.79,45.1566666666667,20.23,40.3266666666667,6.5,754.2999999999998,95.0,1.0,27.0,5.7,13.32138644065708,13.32138644065708,3,Weekday,50.0,50.0,60.0,43.333333333333336,11.547005383807825,0,31,3,3,0.0,1.0,0.43388373911755823,-0.900968867902419,2500.0,73.75,9440.0,20.0,150.0
2016-04-01,60,0,22.39,39.2,19.9175,41.745,22.29,38.9,20.39,39.9666666666667,19.89,49.0,6.19,64.59,20.29,34.29,24.2,43.06,20.1,41.7,6.5,756.5,88.0,5.0,65.0,4.6,45.75026523089036,45.75026523089036,4,Weekday,50.0,50.0,40.0,53.333333333333336,5.773502691925237,0,1,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,2500.0,56.92307692307692,8140.0,20.0,380.0
2016-04-02,50,0,21.5,38.6266666666667,19.23,41.53,22.2,37.29,20.29,38.09,19.5,45.6633333333333,8.189999999999998,52.6633333333333,20.29,33.45,21.89,39.5,20.0,37.73,8.5,759.6,77.0,2.0,40.0,4.6,8.429668261669576,8.429668261669576,5,Weekend,40.0,50.0,60.0,46.666666666666664,5.773502691927205,0,2,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2000.0,50.69444444444444,7300.0,20.0,80.0
2016-04-03,60,0,20.89,41.7,19.1,44.29,21.5,38.79,19.7,40.7225,19.29,45.79,13.13,45.16666666666669,20.0,36.79,21.29,42.5,19.6,40.6266666666667,13.8,752.5,73.0,7.0,27.0,9.0,13.714980892837048,13.714980892837048,6,Weekend,60.0,60.0,60.0,60.0,0.0,0,3,6,4,0.0,1.0,-0.7818314824680299,0.6234898018587334,3600.0,71.80555555555556,10340.0,30.0,130.0
2016-04-04,50,0,22.1,44.59,20.79,45.23,23.0,41.79,21.1,44.09,19.815,50.3975,14.69,40.223333333333294,21.1666666666667,40.2,24.39,49.6266666666667,20.323333333333295,46.1633333333333,15.0,748.6,76.0,5.0,40.0,10.7,34.58620103774592,34.58620103774592,0,Weekday,60.0,60.0,60.0,56.666666666666664,5.773502691925464,0,4,0,4,0.0,1.0,0.0,1.0,3600.0,139.73451327433628,15790.0,30.0,400.0
2016-04-05,60,0,22.6,44.2,20.29,47.0,24.6,40.59,21.533333333333296,43.1266666666667,21.29,68.8266666666667,9.5,48.69333333333329,21.7,40.7,24.29,46.7666666666667,20.79,45.23,9.1,748.9,92.0,1.0,27.0,7.8,24.615559657104317,24.615559657104317,1,Weekday,70.0,60.0,60.0,63.333333333333336,5.77350269193018,0,5,1,4,0.0,1.0,0.7818314824680298,0.6234898018587336,4200.0,119.21259842519684,15140.0,40.0,390.0
2016-04-06,50,0,22.6333333333333,41.03,19.6,45.545,24.29,38.79,21.1666666666667,41.2,20.963333333333296,53.76,6.06,53.5,21.6666666666667,35.4666666666667,23.2,40.06,20.79,43.3266666666667,7.4,754.2,88.0,3.0,40.0,5.5,42.36237719887868,42.36237719887868,2,Weekday,50.0,60.0,60.0,53.333333333333336,5.773502691930143,0,6,2,4,0.0,1.0,0.9749279121818236,-0.22252093395631434,3000.0,79.38931297709924,10400.0,30.0,320.0
2016-04-07,50,0,21.39,41.7,18.823333333333295,44.2666666666667,22.79,39.4,21.1,39.53,20.6,54.1333333333333,6.61857142857143,47.394285714285694,21.0,37.4,22.39,37.96,20.5,41.223333333333294,7.1,751.7999999999998,80.0,5.0,28.0,3.9,7.6075202552601695,7.6075202552601695,3,Weekday,60.0,40.0,60.0,50.0,10.000000000020258,0,7,3,4,0.0,1.0,0.43388373911755823,-0.900968867902419,2400.0,66.7605633802817,9480.0,20.0,400.0
2016-04-08,70,0,21.6666666666667,38.79,19.2,41.525,22.533333333333296,38.09,20.89,38.2,20.0,47.7,7.045,47.8725,21.39,36.4666666666667,22.1,38.4666666666667,20.6,41.4666666666667,6.5,754.2,85.0,3.0,40.0,4.2,49.36022333567961,49.36022333567961,4,Weekday,30.0,20.0,30.0,40.0,26.45751311065435,0,8,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,600.0,103.359375,13230.0,30.0,400.0
2016-04-09,50,0,21.5,42.03,19.033333333333296,45.29,23.0,39.7,20.76,39.0,20.39,48.59,6.06,42.36,21.39,37.076,23.6,42.6566666666667,20.39,41.3266666666667,7.8,752.9,86.0,2.0,27.0,5.6,12.160601606592536,12.160601606592536,5,Weekend,50.0,40.0,50.0,46.666666666666664,5.773502691936374,0,9,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2000.0,92.94964028776978,12920.0,30.0,390.0
2016-04-10,60,0,22.2,40.79,19.7,43.9,22.823333333333295,39.7,20.5,38.59,20.04,46.736,7.366666666666669,55.73,21.7,36.59,22.89,40.518,20.1,40.23,7.1,750.7,93.0,2.0,40.0,6.0,16.033226635772735,16.033226635772735,6,Weekend,60.0,60.0,60.0,60.0,0.0,0,10,6,4,0.0,1.0,-0.7818314824680299,0.6234898018587334,3600.0,70.14388489208633,9750.0,30.0,260.0
2016-04-11,50,0,22.6,39.59,20.2,42.0,22.79,39.4,21.5,38.4,20.7,53.016,9.39,29.76,22.5,37.7,23.1142857142857,38.3528571428571,20.7,42.0,10.7,750.6,67.0,4.0,40.0,4.8,17.642673244699836,17.642673244699836,0,Weekday,60.0,50.0,60.0,53.333333333333336,5.773502691934,0,11,0,4,0.0,1.0,0.0,1.0,3000.0,77.19424460431655,10730.0,20.0,370.0
2016-04-12,50,0,22.39,43.7,20.5,44.4,23.29,40.7,22.6,40.73,21.0,45.6057142857143,8.859999999999998,45.1566666666667,21.79,36.59,23.2257142857143,42.9571428571429,20.79,42.76,11.0,751.4,79.0,6.0,40.0,7.4,30.55617846548557,30.55617846548557,1,Weekday,50.0,50.0,60.0,50.0,0.0,0,12,1,4,0.0,1.0,0.7818314824680298,0.6234898018587336,2500.0,79.92366412213741,10470.0,40.0,390.0
2016-04-13,70,0,22.5,42.0,20.2,43.79,25.1666666666667,40.5,23.1,39.09666666666671,21.1375,56.44375,7.366666666666669,44.1333333333333,21.6,34.59,23.31,45.54,21.0,40.1266666666667,7.3,751.7,88.0,2.0,40.0,5.4,33.70095030404627,33.70095030404627,2,Weekday,60.0,70.0,60.0,66.66666666666667,5.773502691932631,0,13,2,4,0.0,1.0,0.9749279121818236,-0.22252093395631434,4200.0,91.69014084507042,13020.0,30.0,370.0
2016-04-14,50,0,21.7,42.09,18.963333333333296,45.7,23.566666666666695,39.2,21.79,39.29,20.6714285714286,47.2,4.3,52.93,21.0,35.96,23.1,46.0,20.39,45.433333333333294,4.5,753.6,97.0,1.0,6.0,4.1,19.388747902121395,19.388747902121395,3,Weekday,50.0,50.0,50.0,50.0,0.0,0,14,3,4,0.0,1.0,0.43388373911755823,-0.900968867902419,2500.0,81.65413533834587,10860.0,40.0,370.0
2016-04-15,50,0,22.5,41.5,20.533333333333296,43.56,23.39,39.79,22.5,39.9,20.7,53.363333333333294,10.33,52.83333333333329,21.2,36.65875,23.6,48.2,20.7,43.6633333333333,10.6,751.2999999999998,89.0,3.0,21.0,8.9,27.988216059748083,27.988216059748083,4,Weekday,50.0,50.0,50.0,50.0,0.0,0,15,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,2500.0,98.15384615384616,12760.0,40.0,390.0
2016-04-16,70,0,22.7,42.1633333333333,20.39,44.73,23.89,39.433333333333294,22.0,40.2,21.1,53.09,10.39,43.73,21.463333333333296,36.4666666666667,23.533333333333296,46.1266666666667,20.79,43.76,10.9,744.7,80.0,7.0,40.0,7.599999999999999,41.38997272821143,41.38997272821143,5,Weekend,50.0,70.0,60.0,63.333333333333336,11.547005383809685,0,16,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,3500.0,111.56716417910448,14950.0,40.0,390.0
2016-04-17,60,0,22.23,41.03,19.1666666666667,45.2,24.1,39.03,21.39,38.2,20.79,46.6266666666667,2.6566666666666694,49.4933333333333,21.1,33.29,24.29,42.2,20.823333333333295,42.5666666666667,4.1,750.2,93.0,2.0,40.0,3.1,33.67755747167393,33.67755747167393,6,Weekend,60.0,50.0,60.0,56.666666666666664,5.773502691933524,0,17,6,4,0.0,1.0,-0.7818314824680299,0.6234898018587334,3000.0,85.9090909090909,11340.0,40.0,310.0
2016-04-18,50,20,22.2,38.6633333333333,18.823333333333295,42.2,22.5,37.863333333333294,21.89,36.51875,20.6,45.0,1.42666666666667,48.4,21.14,30.79,23.2,38.7,20.7,39.2,4.4,760.0,86.0,1.0,40.0,2.2,22.399019321892407,22.399019321892407,0,Weekday,40.0,70.0,70.0,53.333333333333336,15.275252316533956,0,18,0,4,0.0,1.0,0.0,1.0,2800.0,63.52517985611511,8830.0,30.0,260.0
2016-04-19,50,0,21.463333333333296,37.1633333333333,19.0,38.76,22.533333333333296,36.363333333333294,22.1,34.2,20.2,51.56,6.19,19.066666666666695,20.39,29.5625,22.5,41.76,20.29,36.6633333333333,6.4,763.7,74.0,2.0,40.0,2.1,42.61163920164108,42.61163920164108,1,Weekday,50.0,40.0,60.0,46.666666666666664,5.773502691936103,0,19,1,4,0.0,1.0,0.7818314824680298,0.6234898018587336,2000.0,62.10526315789474,8260.0,20.0,380.0
2016-04-20,50,0,21.7,38.59,19.2,40.1266666666667,22.066666666666695,37.26,21.79,35.59,20.26,51.0266666666667,5.36666666666667,39.16,20.6,31.2,22.033333333333296,43.73,20.0,38.76,6.0,767.4,83.0,3.0,40.0,3.3,15.855964517686516,15.855964517686516,2,Weekday,40.0,20.0,30.0,36.666666666666664,15.275252316536648,0,20,2,4,0.0,1.0,0.9749279121818236,-0.22252093395631434,800.0,67.44186046511628,8700.0,20.0,350.0
2016-04-21,30,0,22.2,34.5,20.0,36.0,22.76,36.1266666666667,22.5714285714286,33.0,20.39,52.36,7.526666666666671,12.6566666666667,21.7,32.5528571428571,22.5,40.47,20.1333333333333,37.59,8.099999999999998,764.5,64.0,4.0,40.0,1.6,16.809026000555605,16.809026000555605,3,Weekday,30.0,20.0,50.0,26.666666666666668,5.773502691942604,0,21,3,4,0.0,1.0,0.43388373911755823,-0.900968867902419,600.0,71.97183098591549,10220.0,30.0,360.0
2016-04-22,70,0,22.7,37.2,21.1,37.9,23.39,37.29,22.83,34.856,20.5,42.79,12.66,8.96666666666667,22.1,35.79,22.7,45.06,20.2,38.59,12.9,760.0,62.0,4.0,28.0,5.7,43.189054331742234,43.189054331742234,4,Weekday,70.0,80.0,70.0,73.33333333333333,5.773502691929418,0,22,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,5600.0,131.6793893129771,17250.0,40.0,400.0
2016-04-23,50,0,22.6,39.09,20.39,39.59,24.79,36.09,22.39,35.1685714285714,21.0,57.1,8.5,36.033333333333296,21.5285714285714,32.4,23.6,44.9566666666667,20.5,38.9666666666667,9.3,757.0,71.0,5.0,40.0,4.3,13.567417685408143,13.567417685408143,5,Weekend,60.0,50.0,50.0,53.333333333333336,5.77350269193617,0,23,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,3000.0,99.01408450704226,14060.0,40.0,400.0
2016-04-24,60,0,22.29,35.53,19.2,38.5,23.463333333333296,34.79,22.0,32.09,21.0,49.6566666666667,0.866666666666667,32.8666666666667,21.6,30.882857142857105,23.89,40.723333333333294,20.566666666666695,36.8266666666667,2.0,759.1,84.0,2.0,40.0,-0.5,32.13232655543833,32.13232655543833,6,Weekend,60.0,60.0,60.0,60.0,0.0,0,24,6,4,0.0,1.0,-0.7818314824680299,0.6234898018587334,3600.0,81.80555555555556,11780.0,30.0,400.0
2016-04-25,70,0,21.5,35.23,18.39,38.7,22.6,34.7,21.1,32.59,20.29,42.29,2.16333333333333,51.1633333333333,21.79,33.2642857142857,24.6,38.6266666666667,20.2,36.363333333333294,2.0,758.1,90.0,1.0,40.0,0.5,4.5912143075838685,4.5912143075838685,0,Weekday,80.0,80.0,70.0,76.66666666666667,5.7735026919357155,0,25,0,4,0.0,1.0,0.0,1.0,6400.0,72.58741258741259,10380.0,30.0,250.0
2016-04-26,40,10,21.6333333333333,37.73,19.0,39.79,21.7,36.4,21.39,37.3685714285714,19.89,51.6633333333333,2.79,53.4,20.6,32.07875,23.1,43.49,19.5,37.5,3.4,749.2,91.0,4.0,40.0,2.1,10.97182861994952,10.97182861994952,1,Weekday,60.0,70.0,60.0,56.666666666666664,15.275252316536811,0,26,1,4,0.0,1.0,0.7818314824680298,0.6234898018587336,4200.0,67.67605633802818,9610.0,20.0,380.0
2016-04-27,60,0,21.5,36.0,18.76,37.6566666666667,22.05,35.95,20.0,33.29,19.29,48.3266666666667,2.09,50.66,19.89,29.5,22.79,41.23,19.39,37.933333333333294,3.0,749.7,81.0,6.0,40.0,0.1,25.942794838920236,25.942794838920236,2,Weekday,50.0,60.0,50.0,56.666666666666664,5.773502691943558,0,27,2,4,0.0,1.0,0.9749279121818236,-0.22252093395631434,3000.0,73.95161290322581,9170.0,20.0,360.0
2016-04-28,60,20,21.5,35.5,18.6666666666667,37.5,21.39,34.9,20.6,35.9,19.5,65.0333333333333,0.4,50.59,19.5,29.7,22.39,42.8266666666667,18.89,35.4,1.2,755.1,93.0,1.0,27.0,0.2,23.061599873472005,23.061599873472005,3,Weekday,60.0,60.0,70.0,60.0,0.0,0,28,3,4,0.0,1.0,0.43388373911755823,-0.900968867902419,3600.0,83.64285714285714,11710.0,30.0,400.0
2016-04-29,30,0,20.6666666666667,33.79,18.066666666666695,36.06,22.5,35.2,20.0,32.29,18.89,40.4,3.56,30.566666666666695,19.29,27.823333333333295,21.823333333333295,39.363333333333294,18.7,35.53,3.2333333333333294,755.8333333333329,79.6666666666667,3.3333333333333295,40.0,0.0333333333333333,19.181155611295253,19.181155611295253,4,Weekday,40.0,50.0,50.0,40.0,10.000000000032278,0,29,4,4,0.0,1.0,-0.433883739117558,-0.9009688679024191,2000.0,96.54676258992805,13420.0,20.0,400.0
2016-04-30,50,0,22.7,36.59,20.1,39.09,22.7,36.4666666666667,19.7,38.29,19.1333333333333,43.4,6.96666666666667,51.6266666666667,19.2,34.29,21.73,47.0266666666667,18.9266666666667,39.5,7.0,756.4,95.0,2.0,23.0,6.3,47.05760387005285,47.05760387005285,5,Weekend,60.0,40.0,60.0,50.0,10.0000000000291,0,30,5,4,0.0,1.0,-0.9749279121818236,-0.2225209339563146,2400.0,98.75,12640.0,20.0,390.0
2016-05-01,50,0,21.2,38.2,18.39,41.4,23.2,36.4,19.73,37.73,19.5,47.29,4.8,40.06,19.5,31.6,22.2,40.0,19.1666666666667,38.2,4.3,763.7,86.0,2.0,40.0,2.2,15.310003352351487,15.310003352351487,6,Weekend,70.0,30.0,40.0,50.0,20.00000000001438,0,1,6,5,0.0,1.0,-0.7818314824680299,0.6234898018587334,2100.0,85.11278195488721,11320.0,20.0,360.0
2016-05-02,50,0,22.2,35.1633333333333,19.39,37.0,22.2,35.7,20.89,34.09,20.0,51.2666666666667,4.53,17.3,19.463333333333296,29.26,23.39,40.7,19.6,38.45,6.3,766.0,69.0,1.0,40.0,0.9,22.88342018146068,22.88342018146068,0,Weekday,50.0,60.0,60.0,53.333333333333336,5.773502691945034,0,2,0,5,0.0,1.0,0.0,1.0,3000.0,86.03174603174604,10840.0,20.0,370.0
2016-05-03,40,0,22.5,39.1633333333333,20.7,40.26,23.2,37.59,22.7,38.9,20.0,50.09,11.4266666666667,41.2,21.0,40.174,23.39,46.4666666666667,19.79,40.2642857142857,10.8,760.0,88.0,3.0,40.0,8.8,22.70838130498305,22.70838130498305,1,Weekday,50.0,50.0,50.0,46.666666666666664,5.773502691948527,0,3,1,5,0.0,1.0,0.7818314824680298,0.6234898018587336,2500.0,66.99300699300699,9580.0,20.0,340.0
2016-05-04,40,0,22.7,35.2,20.2,36.76,23.1,36.53,22.463333333333296,33.6633333333333,21.1,49.93,4.3333333333333295,25.4266666666667,21.5,34.036,23.7,41.5666666666667,20.39,38.96,6.3,766.2999999999998,77.0,1.0,40.0,2.6,31.965052627492696,31.965052627492696,2,Weekday,40.0,40.0,30.0,40.0,0.0,0,4,2,5,0.0,1.0,0.9749279121818236,-0.22252093395631434,1600.0,77.81818181818181,8560.0,20.0,400.0
2016-05-05,40,0,23.1,34.59,20.89,35.59,23.5,36.5,22.79,32.9,21.0,41.7,6.8,15.1933333333333,22.29,34.6214285714286,24.4842857142857,39.6914285714286,20.5,37.5225,8.699999999999998,764.1,64.0,2.0,40.0,2.2,44.86780320294201,44.86780320294201,3,Weekday,60.0,50.0,60.0,50.0,10.00000000003145,0,5,3,5,0.0,1.0,0.43388373911755823,-0.900968867902419,3000.0,76.04938271604938,6160.0,20.0,400.0
2016-05-06,50,0,23.6,35.1633333333333,21.823333333333295,35.4666666666667,23.6,35.59,22.89,33.8633333333333,20.76,43.26,9.75666666666667,20.0633333333333,22.6,35.9414285714286,23.29,44.9666666666667,21.0,38.5671428571429,11.1,757.2999999999998,72.0,2.0,40.0,6.1,0.6141097168438135,0.6141097168438135,4,Weekday,60.0,60.0,50.0,56.666666666666664,5.773502691946305,0,6,4,5,0.0,1.0,-0.433883739117558,-0.9009688679024191,3600.0,88.65671641791045,11880.0,20.0,340.0
2016-05-07,50,0,24.2,38.03,22.7,38.3266666666667,24.7,37.863333333333294,23.89,36.79,21.2,50.1633333333333,12.3,21.254,23.1,34.59,24.29,43.6266666666667,21.7,41.73,12.5,752.5,78.0,3.0,40.0,8.8,44.71699537243694,44.71699537243694,5,Weekend,60.0,50.0,60.0,53.333333333333336,5.773502691947016,0,7,5,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,3000.0,70.78947368421052,5380.0,40.0,360.0
2016-05-08,60,0,24.73,38.79,23.4266666666667,38.23,25.6,38.4,24.29,37.4,22.533333333333296,54.19333333333329,13.8,17.18,23.7,37.79,25.1,44.4,22.39,41.367142857142895,13.6,751.7,81.0,1.0,40.0,10.3,13.583415397442876,13.583415397442876,6,Weekend,60.0,60.0,60.0,60.0,0.0,0,8,6,5,0.0,1.0,-0.7818314824680299,0.6234898018587334,3600.0,66.93333333333334,5020.0,40.0,400.0
2016-05-09,60,0,24.5,38.4,23.5,37.09,26.29,38.06,24.77,36.055,23.566666666666695,39.4,15.716,7.436,24.2,38.6214285714286,24.5,42.2,23.2,41.9928571428571,17.3,751.7,57.0,3.0,40.0,8.599999999999998,11.84226513141766,11.84226513141766,0,Weekday,40.0,60.0,60.0,53.333333333333336,11.547005383818135,0,9,0,5,0.0,1.0,0.0,1.0,2400.0,71.22222222222223,6410.0,40.0,310.0
2016-05-10,50,0,25.29,43.09,24.1,42.863333333333294,26.79,39.79,25.89,41.7,23.533333333333296,48.29,16.236,34.41,24.2,40.6266666666667,25.5,50.536,23.7,45.59,17.0,753.1,79.0,4.0,40.0,13.4,41.29326500697061,41.29326500697061,1,Weekday,70.0,50.0,60.0,56.666666666666664,11.547005383817767,0,10,1,5,0.0,1.0,0.7818314824680298,0.6234898018587336,3500.0,63.6764705882353,8660.0,50.0,350.0
2016-05-11,60,0,24.89,47.5,23.264285714285695,48.7,26.56,43.5,25.1,45.59,24.1666666666667,59.363333333333294,14.7057142857143,55.3685714285714,24.6,42.9,26.29,54.5,24.0,47.2,15.6,749.1,86.0,3.0,40.0,13.2,28.75894976314157,28.75894976314157,2,Weekday,50.0,70.0,50.0,60.0,10.000000000028665,0,11,2,5,0.0,1.0,0.9749279121818236,-0.22252093395631434,3500.0,72.78846153846153,7570.0,40.0,320.0
2016-05-12,60,0,25.1,48.09,23.5,48.79,26.39,45.2,25.39,45.4,24.0,57.86,13.9685714285714,55.0514285714286,24.79,42.9,26.29,51.2,23.934,47.96,14.3,745.9,96.0,3.0,40.0,13.6,13.249058777000757,13.249058777000757,3,Weekday,60.0,60.0,60.0,60.0,0.0,0,12,3,5,0.0,1.0,0.43388373911755823,-0.900968867902419,3600.0,69.22535211267606,9830.0,40.0,340.0
2016-05-13,70,0,25.29,48.59,23.6714285714286,49.3685714285714,26.5,44.59,25.272,45.79,24.1,51.06,14.2266666666667,51.5266666666667,24.89,43.1175,26.7,51.07875,24.1571428571429,47.7,14.1,745.5,91.0,1.0,22.0,12.6,8.987029478885233,8.987029478885233,4,Weekday,50.0,60.0,50.0,60.0,10.000000000028457,0,13,4,5,0.0,1.0,-0.433883739117558,-0.9009688679024191,3000.0,84.0,6300.0,40.0,370.0
2016-05-14,50,0,25.2,39.7,23.1,41.03,25.8614285714286,34.5,25.264285714285695,39.5,24.0,50.29,9.13,36.0633333333333,24.945,36.59,26.066666666666695,43.56,23.79,44.18428571428569,10.0,752.7999999999998,85.0,7.0,22.0,7.5,29.566822887863964,29.566822887863964,5,Weekend,60.0,60.0,60.0,56.666666666666664,5.773502691949984,0,14,5,5,0.0,1.0,-0.9749279121818236,-0.2225209339563146,3600.0,87.98507462686567,11790.0,40.0,350.0
